"source","text","id","line_value","line_var","type"
"pennsylvania macks truck","Thank you. And every day, Kamala is using migrant flights and her phone app. Do you believe they have a phone app for the criminal cartels to call up? “Hello, this is Jose Rodriguez. I’d like to know where do I dispose of my illegal migrants?” And they tell you where to drop them. Can you believe it? The only thing worse are the flights.",120,-6,2.44948974278318,"real"
"pennsylvania macks truck","They have planes flying over our border, a big beautiful Boeing, 727, 737s, and just like that beautiful plane over there. Isn’t it a pretty plane? 757, 767s, they have planes flying back and forth, loaded up with migrants only going one way, by the way, to flood Pennsylvania, Ohio, Michigan, and Wisconsin, that’s what they’re doing, and the entire Midwest with thousands and thousands of illegal migrants. And many of these are very dangerous people. They’ll look at you, they’ll cut you up, and they won’t even think about it as just one example. The 4,000 person town of Charleroi, Pennsylvania has seen, listen to this, a 2000% increase in the population of illegal migrants. Think of that, 2000% increase in the population of illegal migrants under Harris. She doesn’t want to be called border czar, but you know what? I don’t care. She was in charge of the border. This deficient, this mentally deficient president put her in charge of the border, and she never went there, not once. And she never….(01:43:24)When the border patrol last week endorsed me so strongly, I asked them, “How often did you speak to her? You were dealing with her.” They said, “Sir, we never spoke to her once.” I said, “Who did she speak to?” There were like 40 guys on the stage, all the leaders of the border patrol. She said, “Not one of them did she speak to, not one.” Pennsylvania is not going to take it anymore. One of the deadliest and most vicious migrant gangs that Kamala has imported into our country is the savage Venezuelan Prison Gang Tren de Aragua. Has anyone heard of it? You’ve heard of MS-13 these are right in the same category. You don’t get any meaner or tougher, but they’re taking over apartment complexes like I do. I’m in the real estate business also. Isn’t it… They do it differently. They do it with guns. I do it with financing. And unleashing a violent terror spree all across America. This is happening all over. Let’s watch.",121,-1,2.16490489093937,"real"
"pennsylvania macks truck","And it’s that way all over America. And I say it’s a much bigger… The polls are saying that the biggest problem is inflation and the economy. I say that’s a bigger problem. I’d move inflation and the economy to number two. That is a bigger problem because that’s destroying the fabric of our country. The United States is now an occupied country, but November 5th, 2024 will be liberation day in America. It’s going to be liberation day. Under Kamala Harris, 13,099 illegal alien convicted murders are on the loose right now in the United States of America. Can you believe it? Just this week, two illegal alien members of the same savage Venezuelan gang were arrested in New York for robbing, shooting, and murdering a 59-year-old man in a Connecticut hotel. One of these illegal alien monsters was a got-away. Do you know what that is? These are the illegal got-aways. And the other was caught, but then released into our country by Kamala Harris and her horrible, horrible free open borders. Immediately upon taking the oath of office, I will launch the largest deportation program in American history.(01:47:41)We have no choice. I don’t want to do it. The record right now is Dwight Eisenhower, a moderate president that couldn’t stand… He just couldn’t stand what was happening with the border many years ago. Dwight Eisenhower, General Eisenhower, he’s a good president, but he was a moderate person, but he has every record. He just couldn’t stand watching the borders be crossed by people that weren’t citizens of our country. I will rescue every town across America that has been invaded and conquered, and we will put these vicious and bloodthirsty criminals in a jail or kick them out of our country immediately. They will get sent back to where they came from. We have no choice.(01:48:21)And to expedite removals of Tren de Aragua and other savage gangs, I will invoke the Alien Enemies Act of 1798. Can you believe that? We couldn’t have an act like that now because now everything’s woke. We have woke generals like Milley and Mattis. We have woke people. They don’t do things like this, so we had to go back to 1798 when we had real people running our country. The Alien Enemies Act of 17 gives us tremendous power to the President to do what’s right, to target and dismantle every migrant criminal network operating on American soil. And if they come back into our country, it’s an automatic 10 years in jail with no possibility of parole. So when they come back, if they come back… When they hear that, they won’t come back. And if that’s not good enough, we’ll make it 20. And I’m also calling for the death penalty for any migrant that kills an American citizen or a law enforcement officer, right?(01:49:43)Kamala’s invasion is also bankrupting Medicare and Social Security. She wants to give millions of illegals the benefits you work for your entire lives. And by the way, by talking about education, social security, all of the different benefits. That’s why people are pouring up into our country. If you say you’re not going to get it, they won’t come. They’re coming because we say, “Come on up” like that idiot governor from California, Gavin Newsom, Gavin Newsom. Did you see the other day he signed a bill that you are not even allowed to ask a person whether or not they have voter ID. If you ask them, it’s a criminal penalty. If you say, “Sir, I’d like to see your voter ID,” they want to put you in jail for saying that. We are not going to stand… I’m going to get that thing overturned so fast. He just signed the bill. Because we want, ultimately, one-day voting, we want paper ballots, we want voter ID, and we want proof of citizenship, and we’re finished.(01:50:50)And we’ll have quick fair elections that will cost 8% of the cost of these very beautiful fancy machines that go up to Mars and around and down and all over the place. You ever see this, where they have machines? We spend all this money in machines, and then they announce we expect to have the results like seven days after the election. If you had paper ballots, you get them at 10 o’clock. France went to paper because what we did didn’t work. The mail-in ballots didn’t work. France had them. And you know what? Didn’t work. There was a lot of theft, a lot of things going on. They went to paper ballots, same-day voting, 38 million votes. Everything was done by 10 o’clock in the evening. No people complaining, nothing. I will protect, for a fraction… By the way, for a fraction of the cost, I will protect our seniors and ensure that federal benefits are for Americans only. I just want them to be only for Americans. Kamala is telling you if you vote for her, it’s four more years of the same. Take a look.",122,-24,2.22301573134311,"real"
"pennsylvania macks truck","That’s it. You’d do nothing different than the worst administration in the history of our country? The happiest person in life, he just turned over 100 years old now, he’s over 100, he turned a few weeks ago, Jimmy Carter, he’s the happiest man around. You know why? Because he looks brilliant compared to this administration. The Carter administration is brilliant compared to these people. He didn’t destroy our country at the border. Pennsylvania, if you want to end this disaster, you must get out and vote. You have to go and vote. Get everybody you can. And ladies and gentlemen, we can start really well. There’s a man. I’m going to call him up real quickly. His name is David McCormick. He’s a great man, been successful at everything. He’s smart, he’s tough. Everything he did turned out to be great, and I think this is going to be just the start. Vote for him for the Senate.(01:54:33)Your particular senator right now is a total stiff. Thank you. Who says he’s my best friend. He just announced he’s for me with tariffs. I don’t know the gentleman. This is the guy that’s going to do it, David McCormick.",123,9,2.64365067451978,"real"
"pennsylvania macks truck","Thank you very much, David. David’s a good man. And he’s going to really represent you, and he’s going to work with us on getting your taxes down, et cetera. We’re also joined by representatives, John Joyce, great guy. Where’s John? Hello, John. Dan Meuser, who’s fantastic, my friend, all my friends, and Byron Donalds of Florida. And also, I tell you, if you’re a football fan, these guys are good. I guess they’re going to the game a little bit later or something. Are you going to the game? Are you going or you’re going to watch it on television? Former NFL stars, Antonio Brown. Oh, he was a good player. He was a good player. And Le’Veon Bell, really good players. And Mike Wallace. Come on up, fellas. Come on up.",124,15,0.707106781186548,"real"
"pennsylvania macks truck","Have a good time. Thank you.",125,5,0.707106781186548,"real"
"pennsylvania macks truck","They look good. We’re also deeply honored to be joined by gold star family members of the service members, several of them who gave their lives in Afghanistan. So, so horrible, so horrible that this had to happen. They’re friends of mine. Many of the families are friends of mine. I’ve gotten to know him over this, and it’s just horrible. Should have never happened, would’ve never happened. Corporal Hunter Lopez and his family is here. We’re honoring these people. Corporal Humberto Sanchez, Staff Sergeant Taylor Hoover, Sergeant Nicole G., and Corporal Kareem Nikoui. Thank you very much. Great people. I got to know them very well. Should it never, ever happened. 13, 13 people and many, many so badly injured. We have to talk about them. I talk about them all the time with the legs and the arms and just obliteration. So I want to thank you all very much.(01:59:06)Thank you for being here. Thank you. I also want to thank Elon Musk, because when I called him on North Carolina and Georgia, as you know, they had almost no… Especially in North Carolina, they had no communication. The lines were all down a few weeks ago with Hurricane Helene. And I called Elon. They said, “Do you know Elon Musk?” I said, “I happen to know him. What do you want?” “We need Starlink.” I said, “What does Starlink? Tell me, please. Give me a lesson. Tell me.” And they told me, “It’s basically great communication, and up to a satellite and back.” And they said, “We just have to have it. We can’t get it because it’s very hard to get.” And I called Elon and he had it there literally in moments. It was amazing how fast he got it there for them. So I want to thank Elon for doing that. That was great. People of North Carolina. So we’re working very hard for Pennsylvania. But in breaking news, it was just announced that the highly respected Florida judge who is overseeing our case against the Pulitzer Prize Board for awarding their once highly respected prizes to the failing New York Times and the Washington Post. These are really fake news papers. Call them fake news papers, but they’re fake news, Russia, Russia, Russia stories. They got the Pulitzer Prize for Russia, Russia, Russia. Turned out to be a fake story. So I figured, what the hell, on your behalf, I’d sue their off. And he’s ordered discovery to move full speed ahead. He wants it to go. That means that we will be able to learn the full scale of their lies, deceit, and wrongdoing, and we’ll hold these radical lunatics accountable for the lying that they’ve done to the American people. What they’ve done is incredible.(02:00:59)Think of it. They got the Pulitzer Prize for their great reporting on Russia, Russia, Russia, and then it turned out to be a hoax, and now everybody knows it. So I want them to return those Pulitzer Prizes, and I think lots of damages should be awarded to a lot of different people. So here are the facts. Kamala Harris is a radical left Marxist rated even worse than Bernie. She destroyed our economy. She was an original creator of defund the police, and anybody who wants to defund it could not be president of the United States. We cherish our police, and we’re going to give them back their respect and their dignity and let them do the job, and crime will fall. Kamala Harris vowed to abolish ICE. These are tough people. I know a lot of tough people right in this first few rows. They’re not tough like these guys.(02:01:57)As California Attorney General, she redefined child sex trafficking, assault with a deadly weapon, and rape of an unconscious person as totally nonviolent crimes. She pledged to confiscate your guns and endorsed a total ban on handgun ownership. She even called for free sex changes for illegal aliens and detention at taxpayers expense. She lied about working at McDonald’s, a simple thing. I think very soon, maybe tomorrow or something, I’m going to work the french fry.(02:02:36)I think I’m doing it tomorrow, and I think it’s in a place in Pennsylvania. And I’m going to stand over that french fry. She lied about her… It’s a very basic thing to say. They’ll say… Oh, look at all that press. That’s lot of press. But they’re going to say, “Oh, it’s so basic.” It is basic, but the basic is easier to understand. She said, as part of a resume, for years, I worked at McDonald’s. It’s probably tough, but she never worked there. It turned out to be a hoax. So on top of all of this, Kamala turned on our military and wants to make them woke. Take a look at our real military. Just take a look at it.",126,-19,2.48982054558282,"real"
"pennsylvania macks truck","That wasn’t exactly woke. So in conclusion… And thank you for being here, everybody. This is beautiful. We’ll get you out real fast. We are you going to get you to go watch that game tonight, right? We really do appreciate this kind of crowd, and the love that we’ve had is incredible. But with your vote this November, we are going to fire Kamala Harris. We are going to save America. We’re going to rebuild our nation for citizens of every race, religion, color, and creed. With your support, we will teach our children to love our country, honor our history, and to always respect our great American flag. We’ll cut your taxes, demolish inflation, slash your prices, raise your wages, and turn the United States into the manufacturing superpower of the world. We will hire American, buy American, build American, and show the whole world that the American dream is back, bigger, better and stronger than ever before. I will end the war in Ukraine, stop the chaos in the Middle East, and prevent World War III. And I’m the one that can do it. I’m the only one that’s going to do it.(02:06:15)I will crush violent crime and give our police the support, protection, and resources. And we have to give them respect again. We’re going to give them respect like they’ve never had. And they’re going to get rid of crime, and they’ll get rid of it quickly and efficiently. We cannot live with the kind of crime that we’re living with in our country today. We will strengthen and modernize our military. I rebuilt our military, and now we’re going to modernize it still further. We will build a missile defense shield all made in the USA, including the Commonwealth is going to build a lot of it. We’re entitled to it. We’re entitled to it. Others have it. We want it too. And we will land an American astronaut on Mars. Get ready, Elon. Get ready. We got to land, and we got to do it quickly. But a lot of that has to do with military, the space.(02:07:11)I created Space Force, and it’s going to go down. In my opinion, it’s just about the most important with time of the forces. We were way behind Russia and China, and now we’re leading them by a lot. It’s a great thing, Space Force. First time in 82 years since Air Force that this happened. We will rebuild our cities, including our capital in Washington D.C., making them safe, clean, and beautiful again. We will get critical race theory and transgender insanity the hell out of our schools, and we will immediately keep men out of women’s sports.(02:07:51)I will defend religious liberty, I will restore free speech, and I will defend the right to keep and bear arms, our second amendment. And we’ll end sanctuary cities and stop illegal immigration once and for all. We want people to come into our country, but they have to come in legally. After years of building up foreign countries, defending foreign borders, and protecting foreign lands, we will finally be going to build our country, defend our borders, and protect our American cities, suburbs, and towns. We will protect them like they have never been protected before. We will not be invaded. We will not be occupied. We will not be conquered. They’re doing. This is an invasion into our country of a foreign military. We will be free and proud as a nation again. Everyone will prosper, every family will thrive, and every day we’ll be filled with opportunity and hope.(02:08:58)But for that to happen, we must defeat Kamala Harris and stop her radical left agenda once and for all. It will happen, will happen. We want a landslide that’s too big to rig. So early voting is underway. Get everyone and vote. After all we have been through together, we stand on the verge of the four greatest years in the history of our country. These will be four of the greatest years in the history of our country, and it’s going to happen quickly. With your help, from now until election day, we will redeem America’s promise, and we will take back the nation that we love. We are one people, one family, and one glorious nation under God. We will never give in. We will never back down, ever, ever, ever, and we will never, ever surrender. Together, we will fight, fight, fight. We will vote, vote, vote, and we will win, win, win like we have never won before.(02:10:11)November 5th will be the most important day in the history of our country. And together, we will make America powerful again. We will make America wealthy again. We will make America healthy again. We will make America strong again. We will make America proud again. We will make America safe again. And we will make America great again. Thank you, Pennsylvania. Thank you. God bless you all. God bless you.",127,47,1.8662240508021,"real"
"huntington place detroit","Thank you everybody. Thank you. Thank you very much. And a very, very special, we love this place. We love Detroit. Thank you very much. And hello to Michigan. We win Michigan, we win the whole ballgame. Thank you very much. I’m thrilled to be back in this incredible state with thousands and thousands of proud, hardworking American patriots. Thank you very much, everybody.(02:27)So I’d like to begin by asking a very simple question. Are you better off now than you were four years ago?",128,20,1.21498579258791,"real"
"huntington place detroit","Not even close, and our country’s not better off, that I can tell you. Early mail-in voting in Michigan is now underway. So here in Detroit, early in-person, voting starts tomorrow, so get the hell out and vote. You got to get out and vote. With your help, 18 days from now, we are going to win the state of Michigan. We are going to defeat Kamala Harris, and we are going to quite simply make America great again. We’re going to do it. We’re going to do it.(03:15)Detroit has such great potential, but Kamala and the Democrats have been wreaking havoc on this place, this very, very… In many respects, it’s a sacred place. So many things happened in Detroit and it’s been treated so badly. And they’ve been talking about comebacks for so long, but we’re going to bring it back better than it ever was, better than it was many, many years ago.(03:41)We’re going to make Detroit great again. We’re going to make it great again. They have been talking about it for years and years and years. For generations, this city and state where the world capital of automotive production and one of the great manufacturing centers in all of history. No matter where you went, this was the greatest in all of history. But year after year, globalist politicians like Crooked Joe Biden…",129,7,2.69342634102837,"real"
"huntington place detroit","… Sold you out and let other countries loot, pillage and plunder our wealth, our jobs, and our dreams. And they did that here more than any other place in our country. 40% of Michigan auto jobs were annihilated. After NAFTA and China’s entry into the World Trade Organization was a disaster for your beautiful place, your beautiful city, and frankly your beautiful state. Detroit was decimated. That’s right. Detroit was decimated as if by a foreign army. It was no difference. Our factories were left in ruins. And under Kamala Harris, this year alone, the United States has lost nearly 50,000 manufacturing jobs. They’re doing a terrible job. Did you see her interview the other night? She said, “Essentially I’d keep it the way Biden had it.” That’s great, that’s great. He got out because of the way he kept it. She’ll keep it the same way. U.S. car sales are down 38% since I left office. But with victory in November, we’re going to take back what is ours. And it is ours. We’re going to take it back. We’re going to bring back our jobs, our dignity, and our dreams. And standing before you tonight, I am proclaiming to the people of this state that by the end of my term, the entire world will be talking about the Michigan miracle and the stunning rebirth of Detroit. And this will be a real rebirth.(05:54)Under the Trump administration all who have robbed you, raided you, ransacked you, and abused you will discover very quickly, America will not be taken advantage of anymore. We were taken advantage of for years, for decades. We will reclaim our stolen wealth, and the days of Detroit’s economic glory will return greater and stronger than ever before. Promise. And I know how to do it. Oh, do I know how to do it… I will put Detroit first, I will put Michigan first, and I will put America first. And that’s the way it is.",131,11,2.52305161930631,"real"
"huntington place detroit","As we speak, China was building a gigantic auto plant in Mexico. You know about that. And really more than one. Don’t worry about it. I took care of it for you, took care of it. It’s already done without even closing the big deal, which is the presidency. I’ve already got it done. Of course, if she got in, she has no idea what the hell she’s doing. She’s grossly incompetent, worse than him. Then I cannot tell you what’s going to… I can tell you. They’ll build the plant. I can tell you. But it’s already done. They think they’re going to sell all of their cars into the United States and destroy Michigan. But it’s not going to happen. It’s not going to happen. I promise you.(07:57)Now they’re building giant plants, and now they just announced something which is going to save Detroit. Because you would not be able to compete with this plant, the biggest in the world by far. Friend of mine builds them. He said the biggest in the world. He wanted to show it to me. I said, “No, thank you. I have other things to do.” I want to see the plants built in the United States. That’s the ones I want to look at. So I said to him, “John,” a year ago, “I want to see a plant.” And he said, “Sir, we’ll have to go to Mexico.” I said, “I don’t want to go to Mexico. I want to look at one here.” I said, “There’s no big ones being built in the United States.” I said, “That’s bad.” I said, “How big is it in Mexico? The biggest in the world?” I said, “So they’re going to make cars and sell them in here.” Kill Detroit, kill Michigan. You wouldn’t have anything left. You wouldn’t have anything left.",132,-12,2.27407752098045,"real"
"huntington place detroit","So the other day I was speaking… A couple of weeks ago, I was speaking at the Economic Club of Detroit, which was nice. Made a nice speech. And what happened? I saw John, who’s the biggest and the best auto builder. That’s what he does. He builds plants. I don’t know if he can build anything else. I’m not sure he can build an apartment, but plants he’s very good at. And I hadn’t spoken to him in a year. He was telling me about this massive plant. And I spoke and I explained how I’m going to put massive tariffs, very big tariffs on anybody in Mexico that’s selling cars that are going to hurt our business here. And I said to him, “How’s that plant coming along, John?” And he said, “Sir, they just told me it’s over. They’re not building it. They think Trump is going to win. He’s going to impose tariffs and it’s worthless.”(09:37)You owe me big. You owe me. You owe me. So they stopped construction. They’re not building it. And Detroit will survive. But now we got to make it more. Now we’re going to build the plants. So I’m going to do, sometime next week, I’m going to call the people building the plant. Very big wealthy company. It’s backed by China. It’s China, you know? It’s China. It’s in Mexico, but it’s China. And I’m going to say, “Build your plant in the United States.” We want people to build plants in the United States, employ our people. That’s what we want. And if you do that, it’s a whole different story. And ideally they’ll build it right here in Detroit. And we’ll get Detroit moving, and others will come also.(10:33)So vote Trump, and you’ll see a mass exodus of manufacturing jobs from Mexico to Michigan, from Shanghai to Sterling Heights, and from Beijing to right here in Detroit and other cities all across America. Because a strong auto industry will make all of Detroit richer, boosting suppliers, real estate and your entire economy. And I’ve been reading. Seriously, I’ve been reading about Detroit for so long, the comeback. This is the real comeback. This isn’t artificial stuff. This is the real comeback.(11:14)You better vote for me. So very simply… It’s not overly complex. Some people don’t understand it. If you watched Bloomberg the other day, you would’ve seen the CEO of Bloomberg interview me, and I think he understood it. And I think the Wall Street Journal now understands it. Because to me, the most beautiful word in the dictionary… It’s not love, it’s not respect…",133,24,1.81497042594606,"real"
"huntington place detroit","Well, thank you everybody. Thank you. So now what happens is I won’t pay the bill for this stupid company that rented us this track. I won’t pay the bill and then we’ll have a story that Trump didn’t pay the bill to a contractor. No, when they do the kind of a job, don’t pay the bill. That’s terrible. They also had a little problem with energy coming into the building, but I’m not blaming it on that. But here is my plan. Do we have fun?",136,-3,2.39791576165636,"real"
"huntington place detroit","And can everybody hear perfectly now?",137,3,NA,"real"
"huntington place detroit","I don’t like the mic anyway. I didn’t like it from the minute I started. And this is important because we’re doing things here that are really going to be amazing. So let me know and if it goes out again, I’ll sue the ass off that company. We’re going to sue him. Then they’ll say what a horrible guy Trump is. He’s a terrible guy. Starting in January, we will give our companies the lowest taxes, the lowest energy cost, the lowest regulatory burdens, the free access to the best and biggest market on the planet. That’s us. But only if they make their products here in America and hire American workers for the job.(31:53)And if these companies don’t make their cars and products here, then they will pay a tariff. A very stiff tariff when they send their products into the United States for the privilege of competing with our workers and our cherished companies. We’re going to protect our companies. We’re not going to let them steal our companies like they have in the past. We’re going to call this policy build it in America plan. Because when foreign leaders and CEOs call me up to complain about our tariffs, my answer will be very simple. Build it in America. Very simple.(32:35)And to be specific, build it in Detroit and we’ll give you good electricity. Or build it in Dearborn, or Lansing, or Grand Rapids, or Flint. Flint. The centerpiece of this plan will be a 15% made in America corporate tax rate. So we brought the rate down and you saw this from close to 40% to 21% and you’ve already had that. Nobody thought it could be done. We got it down to 21. Now we’re going to get it down to 15%, but only if they build it in America. Does that make sense?(33:22)And for those who don’t make their product in America, they will be forced to pay tariffs and we will take in hundreds of billions of dollars toward our budget. We’ll pay down our debt. We’ll reduce your taxes still further. I give you the largest tax cut in the history of our country and we will take in so much money and we will take in so many jobs and we will be bringing for the first time in years and years and decades, companies will be coming to us and they’ll be coming back to Detroit and they’ll love it. Some say my defense of American Jobs makes me a protectionist. And yes, I will protect what is ours. I will protect our workers. I will protect our jobs and I will protect our borders. I will protect our families and I will protect the birthright of our children to live in the richest and most powerful nation on the face of the earth. These pro-worker policies are among the many reasons, and it’s not protectionist, it’s pro-worker. It’s really not protectionist. We’ve had people ripping our country for years, decades destroying. You look outside, you see all the hulks, you see the empty buildings. For years and years they’ve been ripping us off. Now it’s time for us to get it back. We’re going to get it all back.(34:58)These pro-worker policies are among the many reasons why I’ve been overwhelmingly endorsed by the rank-and-file membership of the Teamsters, including 62% of the Teamster members and there are a lot of them here today. Stand up please. Teamsters, we love you. Thank you, thank you, thank you very much. Kamala does not even pretend to have a plan to save Detroit because she knows her agenda will reduce your future to rubble. He’s not going to… Her plan will drive every company, even small businesses out of our country or out of business. It’s a disaster. It is a disaster.(35:41)Kamala’s inflation has already cost a typical family over $30,000 in higher prices and now she’s proposing to raise the typical family’s taxes by nearly $3,000 a year. So watch these two videos. Let’s see if they have some electricity going to them please. And it would be nice if the television cameras could watch them also because they don’t do that.",138,9,2.23987621411217,"real"
"huntington place detroit","I’m Donald J. Trump and I approve this message.(38:14)Thank you. Thank you very much. This is the worst mic I’ve ever had in my life. This is the worst. The tax queen is also demanding a shocking 33% tax hike on all domestic production along with the largest capital gains tax hike in the history of our country. In other words, she’s going to tax your companies and you out of business. The companies are going to leave and you’re going to end up with the same message you’ve had for the last 40 years. In total, our proposals are estimated to kill almost a million full-time jobs under Kamala, who knows absolutely nothing about what we’re doing. It will be economic Armageddon for Detroit. You go back further… Very simply, we’re going to make it great. We’re going to make it so good. You’re going to have jobs coming in like never before.(39:18)Under Trump we’ll turn this city into the most powerful jobs magnet in the history of the world. Upon taking office, I will immediately begin to eliminate every job killing regulation in the books. We eliminated more than any other President in four years. There’s never been a President that eliminated more times five. As a senator… Oh, this one here, Kamala. You know I’d like to call her Harris, but nobody knows who the hell I’m talking about. You ever see that? Like you say Harris, “Who the hell is Harris?” As a senator, Kamala voted to impose a 100% ban on gas powered cars and trucks, which would kill an estimated 200,000 U.S. auto jobs.(40:10)On day one of the Trump administration, I will terminate Kamala’s insane electric vehicle mandate and we will end the green news scam once and for all. We will quickly become energy independent and we will frack, frack, frack and drill baby drill. I will cut your energy prices in half within 12 months. So listen, I will cut your energy prices in half, 50%, 5-0. Cut them in half within 12 months of taking office. That’s going to bring everything down. I will massively cut taxes for workers and small business and we will also have no tax on tips, no tax on overtime, and no tax on social security benefits for our seniors.(41:11)I will make interest on car loans fully tax-deductible. And we will… They will be so listen to that. What will that do for the cars? Fully tax-deductible interest on a car. You buy a car and you get a deduction. Wall Street called me up. They said, “How the hell did you think of that idea?” That’s a good one because affording a car is essential to restoring the American dream and you’re going to have the American dream. Finally, I haven’t had it in 50 years. Working with Elon Musk… Is he good or what? I saw that rocket come down three, four days ago. That sucker was coming down. I said, “Oh my God, I never saw anything like it.” I was on the phone with a friend. I’m talking about something. I don’t know, something maybe having to do with Detroit. Could that be possible?(42:06)But I’m talking on the phone and I see the screen is on and no sound. And I’m saying, “Wait a minute, I have to put the phone down. I don’t believe what I’m seeing.” And I saw that big monster coming down that big… It’s like a twenty-story building or something coming down. The engines are glowing and they’re firing and spitting. And I said, “It’s going to crash. It’s going to crash into the gantry, don’t crash.” And then you see another engine take it perfectly and lands right at the spot that it took off. I said, “That must be Elon. He’s nailed it. Nobody else.” It must be Elon. So I called up Elon. I said, “Elon, was that you?” He goes, “That was me.” I said, “Who else can do it?.” “Nobody.” I said, “Can Russia do it?” “No.” “Can the U.S. do it? Meaning the U.S. outside of you?” He said, “No, nobody can do that.” I said, “You’re the coolest. That’s pretty.” And he endorsed me long time ago actually saying It’s the most important election we’ve ever had.(43:14)But working with Elon Musk, we will cut trillions of dollars in government waste. He’s very good at that. He knows better than anybody. It won’t affect anybody other than it’ll look awfully good and it’ll help bring our country back. I want to thank also Elon for campaigning so hard in Pennsylvania. Do you know he actually feels this? Can you imagine? He just lands his biggest landing anyone’s ever seen and he leaves for Pennsylvania to campaign for me. Can you imagine that?(43:46)And he also, and we got to say this. I went to North Carolina, which really was hit hard. Georgia too, really hit hard. But in North Carolina they had no communications. It was like they were an island unto themselves. And I said to the people, “What can we do?” He said, “We have no communication. People are dying. It’s a mess.” They said, “The federal government, Washington is doing a terrible job. Sir, do you know Elon Musk?” I said, “I happen to know him. He endorsed me. What’s the problem?” He said, “Can you get Starlink?” I said, “What the hell is Starlink?” And they explained it to me. I’m a fast study. It didn’t take too long. So I called up Elon and I was saying, “Elon, we’re in North Carolina. The people are really… It’s devastation here. It’s unbelievable. They have no communication to the mainland. It’s like it cut it off. It’s incredible. The water was never… We’ve never seen anything like that.”(44:44)I said, “Elon, Starlink.” It’s very hard to get by the way, because it’s very successful, very hard to get. I said, “Can you get Starlink, a lot of those suckers? Can you get them for North Carolina and parts of Georgia?” And I was talking to him about it and all of a sudden I get a call in the other line. It’s the man from North Carolina. “Thank you sir, for getting the Starlink.” I said, “I haven’t even finished my conversation.” Now think of that. I said, “Elon, I haven’t even finished my conversation. And they’re already saying, you sent.” “That’s right. I did that. I do two things at one time. I can do that.” So he’s great. He saved a lot of lives, I think, and he really… And by the way, the Starlink worked perfectly. As soon as he got there was perfect. So thank you to Elon for that he did a great job.(45:38)And if we do all of this, our flag will fly proudly once more over the gleaming new factories and the whole world will witness Michigan’s resurgence. Wealth will flood into our country and into the hands of our great workers. And that is the future that awaits for Detroit under a certain gentleman named President",139,7,2.07446927109243,"real"
"huntington place detroit","… President Donald J. Trump. Have you heard of him? It’s going to be real. It’s going to be real. As we rebuild our economy, we’ll also restore our borders. Did you ever see anything like what’s coming through our borders? Criminals, drug dealers, prisoners, people from mental institutions. For four straight years, Kamala has imported an army of illegal alien gang members and migrant criminals from prisons and jails, insane asylums and mental institutions all around the world from Venezuela to the Congo, and she’s resettled them into your communities to prey upon innocent Americans. I happen to think it’s the worst thing that’s happened. I think it’s worse than inflation. I think it’s worse than a bad economy. I think it’s the worst thing that happened to us.(46:58)21 million people. When I win on November 5th, the migrant invasion ends and the restoration of our country begins. I have no choice. One of the deadliest and most vicious migrant gangs that Kamala has imported into our country… Or to say it a little differently, Kamala, but I don’t give a damn if I pronounce it right. Who the hell can pronounce? It’s the savage Venezuelan prison gang, Tren de Aragua. Do you know them? It’s a very nice group of young gentlemen, very fine people. There were gang members in Venezuela. We let them into our country. By the way, they’re taking over parts of cities all over the place. But in Aurora, Colorado and communities in all 50 states, this gang is terrorizing law-abiding citizens, including taking over multiple apartment complexes. You have to take a look at this. Take a look.",140,-19,2.53150088525091,"real"
